Lemma,Part of Speech Code,Full Citation Form,BDAG Entry,Danker Entry,Dodson Entry,Mounce Entry,Strongs,GK,Dodson Part of Speech Code,Gloss,Mounce MorphCat,root,verbs,Part of Speech
ἰσχύς,N,"ἰσχύς, ύος, ἡ",ἰσχύς,"ἰσχύς, ύος, ἡ","ἰσχύς, ύος, ἡ",ἰσχύς,2479,2709,N:F,"strength, power",n-3e(1),,,Noun
ἰσχύω,V,,ἰσχύω,ἰσχύω,ἰσχύω,ἰσχύω,2480,2710,V,"I am strong, able",v-1a(4),,,Verb
ἴσως,D,,ἴσως,ἴσως,ἴσως,ἴσως,2481,2711,ADV,perhaps,adverb,,,Adverb
Ἰταλία,N,"Ἰταλία, ας, ἡ",Ἰταλία,"Ἰταλία, ας, ἡ","Ἰταλία, ας, ἡ",Ἰταλία,2482,2712,N:F,Italy,n-1a,,,Noun
Ἰταλικός,A,"Ἰταλικός, ή, όν",Ἰταλικός,"Ἰταλικός, ή, όν","Ἰταλικός, ή, όν",Ἰταλικός,2483,2713,A,Italian,a-1a(2a),,,Adjective
Ἰτουραῖος,A,"Ἰτουραῖος, α, ον",Ἰτουραῖος,"Ἰτουραῖος, α, ον","Ἰτουραῖος, α, ον",Ἰτουραῖος,2484,2714,A,Ituraean,a-1a(1),,,Adjective
ἰχθύδιον,N,"ἰχθύδιον, ου, τό",ἰχθύδιον,"ἰχθύδιον, ου, τό","ἰχθύδιον, ου, τό",ἰχθύδιον,2485,2715,N:N,a little fish,n-2c,,,Noun
ἰχθύς,N,"ἰχθύς, ύος, ὁ",ἰχθύς,"ἰχθύς, ύος, ὁ","ἰχθύς, ύος, ὁ",ἰχθύς,2486,2716,N:M,a fish,n-3e(1),,,Noun
ἴχνος,N,"ἴχνος, ους, τό",ἴχνος,"ἴχνος, ους, τό","ἴχνος, ους, τό",ἴχνος,2487,2717,N:N,"a track, footstep",n-3d(2b),,,Noun
Ἰωαθάμ,N,"Ἰωαθάμ, ὁ",Ἰωαθάμ,"Ἰωαθάμ, ὁ","Ἰωάθαμ, ὁ",Ἰωαθάμ,2488,2718,N-PRI,Jotham,n-3g(2),,,Noun
Ἰωανάν,N,"Ἰωανάν, ὁ",Ἰωανάν,"Ἰωανάν, ὁ","Ἰωανάν, ὁ",Ἰωανάν,2490,2720,N-PRI,Joanan,n-3g(2),,,Noun
Ἰωάννα,N,"Ἰωάννα, ας, ἡ",Ἰωάννα,"Ἰωάν(ν)α, ας, ἡ","Ἰωάννα, ας, ἡ",Ἰωάννα,2489,2721,N:F,Joanna,n-1a,,,Noun
Ἰωάννης,N,"Ἰωάννης, ου, ὁ",Ἰωάννης,"Ἰωάν(ν)ης, ου, ὁ","Ἰωάννης, ου, ὁ",Ἰωάννης,2491,2722,N:M,John,n-1f,,,Noun
Ἰώβ,N,"Ἰώβ, ὁ",Ἰώβ,"Ἰώβ, ὁ","Ἰώβ, ὁ",Ἰώβ,2492,2724,N-PRI,Job,n-3g(2),,,Noun
Ἰωβήδ,N,"Ἰωβήδ, ὁ",Ἰωβήδ,"Ἰωβήδ, ὁ",,Ἰωβήδ,,2725,,,n-3g(2),,,Noun
Ἰωβήλ,N,"Ἰωβήλ, ὁ",,,,,,,,,,,,Noun
Ἰωδά,N,"Ἰωδά, ὁ",Ἰωδά,"Ἰωδά, ὁ",,Ἰωδά,,2726,,,n-3g(2),,,Noun
Ἰωήλ,N,"Ἰωήλ, ὁ",Ἰωήλ,"Ἰωήλ, ὁ","Ἰωήλ, ὁ",Ἰωήλ,2493,2727,N-PRI,Joel,n-3g(2),,,Noun
Ἰωνάμ,N,"Ἰωνάμ, ὁ",Ἰωνάμ,"Ἰωνάμ, ὁ","Ἰωνάν, ὁ",Ἰωνάμ,2494,2729,N-PRI,Jonam,n-3g(2),,,Noun
Ἰωνᾶς,N,"Ἰωνᾶς, ᾶ, ὁ",Ἰωνᾶς,"Ἰωνᾶς, ᾶ, ὁ","Ἰωνᾶς, ᾶ, ὁ",Ἰωνᾶς,2495,2731,N:M,Jonah,n-1e,,,Noun
Ἰωράμ,N,"Ἰωράμ, ὁ",Ἰωράμ,"Ἰωράμ, ὁ","Ἰωράμ, ὁ",Ἰωράμ,2496,2732,N-PRI,"Joram, Jehoram",n-3g(2),,,Noun
Ἰωρίμ,N,"Ἰωρίμ, ὁ",Ἰωρίμ,"Ἰωρίμ, ὁ","Ἰωρείμ, ὁ",Ἰωρίμ,2497,2733,N-PRI,Jorim,n-3g(2),,,Noun
Ἰωσαφάτ,N,"Ἰωσαφάτ, ὁ",Ἰωσαφάτ,"Ἰωσαφάτ, ὁ","Ἰωσαφάτ, ὁ",Ἰωσαφάτ,2498,2734,N-PRI,Jehoshaphat,n-3g(2),,,Noun
Ἰωσῆς,N,"Ἰωσῆς, ῆτος, ὁ",Ἰωσῆς,"Ἰωσῆς, ῆ /ῆτος, ὁ","Ἰωσῆς, ῆτος, ὁ",Ἰωσῆς,2500,2736,N:M,Joses,n-3c(1),,,Noun
Ἰωσήφ,N,"Ἰωσήφ, ὁ",Ἰωσήφ,"Ἰωσήφ, ὁ","Ἰωσήφ, ὁ",Ἰωσήφ,2501,2737,N-PRI,Joseph,n-3g(2),,,Noun
Ἰωσήχ,N,"Ἰωσήχ, ὁ",Ἰωσήχ,"Ἰωσήχ, ὁ",,Ἰωσήχ,,2738,,,n-3g(2),,,Noun
Ἰωσίας,N,"Ἰωσίας, ου, ὁ",Ἰωσίας,"Ἰωσίας, ου, ὁ","Ἰωσίας, ου, ὁ",Ἰωσίας,2502,2739,N:M,Josiah,n-1d,,,Noun
ἰῶτα,N,"ἰῶτα, τό",ἰῶτα,"ἰῶτα, τό","ἰῶτα, τό",ἰῶτα,2503,2740,N-LI,a small letter of the Greek alphabet,n-3g(2),,,Noun
κἀγώ,RP1/P-K,,κἀγώ,"κἀγώ, dat. κἀμοί, acc. κἀμέ",κἀγώ,κἀγώ,2504,2743,P,"I also, I too",a-5,,,Pronoun - Personal
καθά,C/ADV,,καθά,καθά,καθά,καθά,2505,2745,ADV,as,adverb; co,,,Conjunction
καθαίρεσις,N,"καθαίρεσις, εως, ἡ",καθαίρεσις,"καθαίρεσις, εως, ἡ","καθαίρεσις, εως, ἡ",καθαίρεσις,2506,2746,N:F,"taking down, destroying",n-3e(5b),,,Noun
καθαιρέω,V,,καθαιρέω,καθαιρέω,καθαιρέω,καθαιρέω,2507,2747,V,"I take down, depose, destroy",cv-1d(2a),,,Verb
καθαίρω,V,,καθαίρω,καθαίρω,καθαίρω,καθαίρω,2508,2748,V,"I cleanse, purify, prune",v-2d(2),,,Verb
καθάπερ,C/ADV,,καθάπερ,καθάπερ,καθάπερ,καθάπερ,2509,2749,ADV,even as,adverb; co,,,Conjunction
καθάπτω,V,,καθάπτω,καθάπτω,καθάπτω,καθάπτω,2510,2750,V,"I lay hold of, fasten on to",cv-4,,,Verb
καθαρίζω,V,,καθαρίζω,καθαρίζω,καθαρίζω,καθαρίζω,2511,2751,V,I make clean,v-2a(1),,,Verb
καθαρισμός,N,"καθαρισμός, οῦ, ὁ",καθαρισμός,"καθαρισμός, οῦ, ὁ","καθαρισμός, οῦ, ὁ",καθαρισμός,2512,2752,N:M,"cleansing, purifying, purification",n-2a,,,Noun
καθαρός,A,"καθαρός, ά, όν",καθαρός,"καθαρός, ά, όν","καθαρός, ά, όν",καθαρός,2513,2754,A,"clean, pure, unstained",a-1a(1),,,Adjective
καθαρότης,N,"καθαρότης, ητος, ἡ",καθαρότης,"καθαρότης, ητος, ἡ","καθαρότης, ητος, ἡ",καθαρότης,2514,2755,N:F,"cleanness, purity",n-3c(1),,,Noun
καθέδρα,N,"καθέδρα, ας, ἡ",καθέδρα,"καθέδρα, ας, ἡ","καθέδρα, ας, ἡ",καθέδρα,2515,2756,N:F,"a seat, chair",n-1a,,,Noun
καθέζομαι,V,,καθέζομαι,καθέζομαι,καθέζομαι,καθέζομαι,2516,2757,V,"I am sitting, sit, am seated",v-2a(1),,,Verb
καθεξῆς,D,,καθεξῆς,καθεξῆς,καθεξῆς,καθεξῆς,2517,2759,ADV,"in order, just after",adverb,,,Adverb
καθεύδω,V,,καθεύδω,καθεύδω,καθεύδω,καθεύδω,2518,2761,V,"I sleep, am sleeping",v-1b(3),,,Verb
καθηγητής,N,"καθηγητής, οῦ, ὁ",καθηγητής,"καθηγητής, οῦ, ὁ","καθηγητής, ου, ὁ",καθηγητής,2519,2762,N:M,"a leader, teacher, guide",n-1f,,,Noun
καθήκω,V,,καθήκω,καθήκω,καθήκω,καθήκω,2520,2763,V,it is fitting,cv-1b(2),,,Verb
κάθημαι,V,,κάθημαι,κάθημαι,κάθημαι,κάθημαι,2521,2764,V,"I sit, am seated",v-6b,"κατἀ + *εμ, *καθη pre","(ἐκαθήμην), καθήσομαι, -, -, -, -",Verb
καθημερινός,A,"καθημερινός, ή, όν",καθημερινός,"καθημερινός, ή, όν","καθημερινός, ή, όν",καθημερινός,2522,2766,A,daily,a-1a(2a),,,Adjective
καθίζω,V,,καθίζω,καθίζω,καθίζω,καθίζω,2523,2767,V,"I set, make to sit",v-2a(1),,,Verb
καθίημι,V,,καθίημι,καθίημι,καθίημι,καθίημι,2524,2768,V,I let down,cv-6a,,,Verb
καθίστημι,V,,καθίστημι,καθίστημι/καθιστάνω,καθίστημι,καθίστημι,2525,2770,V,"I set, establish, appoint, conduct",cv-6a,,,Verb
καθό,C/ADV,,καθό,καθό,καθό,καθό,2526,2771,ADV,"as, according as",adverb,,,Conjunction
καθόλου,D,,καθόλου,καθόλου,καθόλου,καθόλου,2527,2773,ADV,"entirely, at all",adverb,,,Adverb
καθοπλίζω,V,,καθοπλίζω,καθοπλίζω,καθοπλίζω,καθοπλίζω,2528,2774,V,I arm completely,cv-,,,Verb
καθοράω,V,,καθοράω,καθοράω,καθοράω,καθοράω,2529,2775,V,I see clearly,cv-1d(1a),,,Verb
καθότι,C/ADV,,καθότι,καθότι,καθότι,καθότι,2530,2776,ADV,"according as, because",conj,,,Conjunction
καθώς,C/ADV,,καθώς,καθώς,καθώς,καθώς,2531,2777,ADV,"just as, as",adverb,,,Conjunction
καθώσπερ,C/ADV,,καθώσπερ,καθώσπερ,,καθώσπερ,,2778,,,adverb,,,Conjunction
καί,C,,καί,καί,καί,καί,2532,2779,CONJ,"and, even, also, namely",conj,,,Conjunction
Καϊάφας,N,"Καϊάφας, α, ὁ",Καϊάφας,"Καϊάφας, α, ὁ","Καϊάφας, ᾶ, ὁ",Καϊάφας,2533,2780,N:M,Caiaphas,n-1e,,,Noun
Κάϊν,N,"Κάϊν, ὁ",Κάϊν,"Κάϊν, ὁ","Κάϊν, ὁ",Κάϊν,2535,2782,N-PRI,Cain,n-3g(2),,,Noun
Καϊνάμ,N,"Καϊνάμ, ὁ",Καϊνάμ,"Καϊνάμ, ὁ","Καϊνάν, ὁ",Καϊνάμ,2536,2783,N-PRI,Cainan,n-3g(2),,,Noun
καινός,A,"καινός, ή, όν",καινός,"καινός, ή, όν","καινός, ή, όν",καινός,2537,2785,A,"fresh, new",a-1a(2a),,,Adjective
καινότης,N,"καινότης, ητος, ἡ",καινότης,"καινότης, ητος, ἡ","καινότης, ητος, ἡ",καινότης,2538,2786,N:F,"freshness, newness",n-3c(1),,,Noun
καίπερ,C,,καίπερ,καίπερ,καίπερ,καίπερ,2539,2788,CONJ,although,conj,,,Conjunction
καιρός,N,"καιρός, οῦ, ὁ",καιρός,"καιρός, οῦ, ὁ","καιρός, οῦ, ὁ",καιρός,2540,2789,N:M,"fitting season, opportunity, time",n-2a,,,Noun
Καῖσαρ,N,"Καῖσαρ, αρος, ὁ",Καῖσαρ,"Καῖσαρ, ος, ὁ","Καῖσαρ, αρος, ὁ",Καῖσαρ,2541,2790,N:M,Caesar,n-3f(2a),,,Noun
Καισάρεια,N,"Καισάρεια, ας, ἡ",Καισάρεια,"Καισάρεια, ας, ἡ","Καισάρεια, ας, ἡ",Καισάρεια,2542,2791,N:F,Caesarea,n-1a,,,Noun
καίτοι,C,,καίτοι,καίτοι,καίτοι,καίτοι,2543,2792,CONJ,"and yet, although",particle,,,Conjunction
καίτοιγε,C,,,καίτοιγε,καίτοιγε,καίτοιγε,2544,2793,CONJ,"and yet, although",particle,,,Conjunction
καίω,V,,καίω,καίω,καίω,καίω,2545,2794,V,"I ignite, light, burn",v-2c,,,Verb
κἀκεῖ,C/ADV-K,,κἀκεῖ,κἀκεῖ,κἀκεῖ,κἀκεῖ,2546,2795,ADV-K,"and there, and yonder",adverb,,,Conjunction
κἀκεῖθεν,C/ADV-K,,κἀκεῖθεν,κἀκεῖθεν,κἀκεῖθεν,κἀκεῖθεν,2547,2796,ADV-K,"and thence, and from there",adverb,,,Conjunction
κἀκεῖνος,RD,,κἀκεῖνος,"κἀκεῖνος, η, ο","κἀκεῖνος, η, ο",κἀκεῖνος,2548,2797,D,"and he, she, it, and that",a-1a(2b),,,Pronoun - Demonstrative
κακία,N,"κακία, ας, ἡ",κακία,"κακία, ας, ἡ","κακία, ας, ἡ",κακία,2549,2798,N:F,"evil, wickedness, malice",n-1a,,,Noun
κακοήθεια,N,"κακοήθεια, ας, ἡ",κακοήθεια,"κακοήθεια, ας, ἡ","κακοήθεια, ας, ἡ",κακοήθεια,2550,2799,N:F,evil-mindedness,n-1a,,,Noun
κακολογέω,V,,κακολογέω,κακολογέω,κακολογέω,κακολογέω,2551,2800,V,"I speak evil of, curse",cv-1d(2a),,,Verb
κακοπαθέω,V,,κακοπαθέω,κακοπαθέω,κακοπαθέω,κακοπαθέω,2553,2802,V,"I suffer evil, endure affliction",cv-1d(2a),,,Verb
κακοπαθία,N,"κακοπαθία, ας, ἡ",κακοπαθία,"κακοπάθεια/κακοπαθία, ας, ἡ","κακοπάθεια, ας, ἡ",κακοπάθεια,2552,2801,N:F,suffering,n-1a,,,Noun
κακοποιέω,V,,κακοποιέω,κακοποιέω,κακοποιέω,κακοποιέω,2554,2803,V,"I do harm, do wrong",cv-1d(2a),,,Verb
κακοποιός,N/A,"κακοποιός, οῦ, ὁ",κακοποιός,"κακοποιός, όν","κακοποιός, όν",κακοποιός,2555,2804,A,an evil-doer,a-3a,,,Noun
κακός,A,"κακός, ή, όν",κακός,"κακός, ή, όν","κακός, ή, όν",κακός,2556,2805,A,"bad, evil",a-1a(2a),,,Adjective
κακοῦργος,A,"κακοῦργος, ον",κακοῦργος,"κακοῦργος, ον","κακοῦργος, ον",κακοῦργος,2557,2806,A,a criminal,a-3a,,,Adjective
κακουχέομαι,V,,κακουχέω,κακουχέω,κακουχέω,κακουχέω,2558,2807,V,I treat evilly,cv-1d(2a),,,Verb
κακόω,V,,κακόω,κακόω,κακόω,κακόω,2559,2808,V,I treat badly,v-1d(3),,,Verb
κακῶς,D,,κακῶς,κακῶς,κακῶς,κακῶς,2560,2809,ADV,"badly, evilly",adverb,,,Adverb
κάκωσις,N,"κάκωσις, εως, ἡ",κάκωσις,"κάκωσις, εως, ἡ","κάκωσις, εως, ἡ",κάκωσις,2561,2810,N:F,"affliction, ill-treatment",n-3e(5b),,,Noun
καλάμη,N,"καλάμη, ης, ἡ",καλάμη,"καλάμη, ης, ἡ","καλάμη, ῆς, ἡ",καλάμη,2562,2811,N:F,stubble,n-1b,,,Noun
κάλαμος,N,"κάλαμος, οῦ, ὁ",κάλαμος,"κάλαμος, οῦ, ὁ","κάλαμος, ου, ὁ",κάλαμος,2563,2812,N:M,"a reed, reed-pen",n-2a,,,Noun
καλέω,V,,καλέω,καλέω,καλέω,καλέω,2564,2813,V,"I call, invite, name",v-1d(2b),*καλε«υ» P1b,"(ἐκάλουν), καλέσω, ἐκάλεσα, κέκληκα (ablaut, ε len), κέκλημαι (ablaut, ε len), ἐκλήθην (ablaut, ε len)",Verb
καλλιέλαιος,N,"καλλιέλαιος, ου, ἡ",καλλιέλαιος,"καλλιέλαιος, ου, ἡ","καλλιέλαιος, οῦ, ἡ",καλλιέλαιος,2565,2814,N:F,a cultivated olive tree,n-2b,,,Noun
καλοδιδάσκαλος,A,"καλοδιδάσκαλος, ον",καλοδιδάσκαλος,"καλοδιδάσκαλος, ον","καλοδιδάσκαλος, ου, ὁ, ἡ",καλοδιδάσκαλος,2567,2815,A,a teacher of that which is noble,a-3a,,,Adjective
καλοποιέω,V,,καλοποιέω,καλοποιέω,καλοποιέω,καλοποιέω,2569,2818,V,I act uprightly,cv-1d(2a),,,Verb
καλός,A,"καλός, ή, όν",καλός,"καλός, ή, όν","καλός, ή, όν",καλός,2570,2819,A,"beautiful, good, worthy",a-1a(2a),,,Adjective
Καλός,A,"Καλοὶ~λιμένες, Καλῶν~λιμένων, οἱ",,"Καλοὶ λιμένες, Καλῶν λιμένων, οἱ","καλός, ή, όν",καλός,2570,2819,A,"beautiful, good, worthy",a-1a(2a),,,Adjective
κάλυμμα,N,"κάλυμμα, ατος, τό",κάλυμμα,"κάλυμμα, ατος, τό","κάλυμμα, ατος, τό",κάλυμμα,2571,2820,N:N,a veil,n-3c(4),,,Noun
καλύπτω,V,,καλύπτω,καλύπτω,καλύπτω,καλύπτω,2572,2821,V,"I veil, hide, conceal, envelop",v-4,,,Verb
καλῶς,D,,καλῶς,καλῶς,καλῶς,καλῶς,2573,2822,ADV,"well, nobly, rightly",adverb,,,Adverb
κάμηλος,N,"κάμηλος, ου, ὁ/ἡ",κάμηλος,"κάμηλος, ου, ὁ /ἡ","κάμηλος, ου, ὁ, ἡ",κάμηλος,2574,2823,N:F,a camel,n-2a,,,Noun
κάμινος,N,"κάμινος, ου, ἡ",κάμινος,"κάμινος, ου, ἡ","κάμινος, ου, ἡ",κάμινος,2575,2825,N:F,a furnace,n-2b,,,Noun
καμμύω,V,,καμμύω,καμμύω,καμμύω,καμμύω,2576,2826,V,I close,v-1a(4),,,Verb
κάμνω,V,,κάμνω,κάμνω,κάμνω,κάμνω,2577,2827,V,"I am weary, ill",v-3a(1),,,Verb
κάμπτω,V,,κάμπτω,κάμπτω,κάμπτω,κάμπτω,2578,2828,V,"I bend, bow",v-4,,,Verb
κἄν,C/COND-K,,κἄν,κἄν,κἄν,κἄν,2579,2829,COND-K,"and if, even if",particle,,,Adverb
Κανά,N,"Κανά, ἡ",Κανά,"Κανά, ἡ","Κανᾶ, ἡ",Κανά,2580,2830,N-PRI,Cana,n-3g(2),,,Noun
Καναναῖος,N,"Καναναῖος, ου, ὁ",Καναναῖος,"Καναναῖος, ου, ὁ",,Καναναῖος,,2831,,,n-2a,,,Noun
Κανδάκη,N,"Κανδάκη, ης, ἡ",Κανδάκη,"Κανδάκη, ης, ἡ","Κανδάκη, ης, ἡ",Κανδάκη,2582,2833,N:F,Candace,n-1b,,,Noun
κανών,N,"κανών, όνος, ὁ",κανών,"κανών, όνος, ὁ","κανών, όνος, ὁ",κανών,2583,2834,N:M,"rule, regulation, province",n-3f(1b),,,Noun
καπηλεύω,V,,καπηλεύω,καπηλεύω,καπηλεύω,καπηλεύω,2585,2836,V,"I hawk, trade in",v-1a(6),,,Verb
καπνός,N,"καπνός, οῦ, ὁ",καπνός,"καπνός, οῦ, ὁ","καπνός, οῦ, ὁ",καπνός,2586,2837,N:M,smoke,n-2a,,,Noun
Καππαδοκία,N,"Καππαδοκία, ας, ἡ",Καππαδοκία,"Καππαδοκία, ας, ἡ","Καππαδοκία, ας, ἡ",Καππαδοκία,2587,2838,N:F,Cappadocia,n-1a,,,Noun
καρδία,N,"καρδία, ας, ἡ",καρδία,"καρδία, ας, ἡ","καρδία, ας, ἡ",καρδία,2588,2840,N:F,"the heart, inner life, intention",n-1a,,,Noun
καρδιογνώστης,N,"καρδιογνώστης, ου, ὁ",καρδιογνώστης,"καρδιογνώστης, ου, ὁ","καρδιογνώστης, ου, ὁ",καρδιογνώστης,2589,2841,N:M,a knower of the inner life,n-1f,,,Noun
καρπός,N,"καρπός, οῦ, ὁ",καρπός,"καρπός, ου, ὁ","καρπός, οῦ, ὁ",καρπός,2590,2843,N:M,"fruit, result, gain",n-2a,,,Noun
Κάρπος,N,"Κάρπος, ου, ὁ",Κάρπος,"Κάρπος, ου, ὁ","Κάρπος, ου, ὁ",Κάρπος,2591,2842,N:M,Carpus,n-2a,,,Noun
καρποφορέω,V,,καρποφορέω,καρποφορέω,καρποφορέω,καρποφορέω,2592,2844,V,I bear fruit,v-1d(2a),,,Verb
καρποφόρος,A,"καρποφόρος, ον",καρποφόρος,"καρποφόρος, ον","καρποφόρος, ον",καρποφόρος,2593,2845,A,fruitful,a-3a,,,Adjective
καρτερέω,V,,καρτερέω,καρτερέω,καρτερέω,καρτερέω,2594,2846,V,"I persevere, endure",v-1d(2a),,,Verb
κάρφος,N,"κάρφος, ους, τό",κάρφος,"κάρφος, ους, τό","κάρφος, ους, τό",κάρφος,2595,2847,N:N,"a dry stalk, chip of wood",n-3d(2b),,,Noun
κατά,P,,κατά,κατά,κατά,κατά,2596,2848,PREP,"down from, against, throughout (gen); according to, during (acc)",prep,,,Preposition
καταβαίνω,V,,καταβαίνω,καταβαίνω,καταβαίνω,καταβαίνω,2597,2849,V,"I go down, come down",cv-2d(6),κατά + *βαίν/*βα 2Aor,"(κατέβαινον), καταβήσομαι, κατέβην, καταβέβηκα, -, -",Verb
καταβάλλω,V,,καταβάλλω,καταβάλλω,καταβάλλω,καταβάλλω,2598,2850,V,"I cast, lay down",cv-2d(1),,,Verb
καταβαρέω,V,,καταβαρέω,καταβαρέω,καταβαρέω,καταβαρέω,2599,2851,V,"I burden, oppress",cv-1d(2a),,,Verb
καταβαρύνομαι,V,,καταβαρύνω,καταβαρύνω,,καταβαρύνω,,2852,,,cv-1c(2),,,Verb
κατάβασις,N,"κατάβασις, εως, ἡ",κατάβασις,"κατάβασις, εως, ἡ","κατάβασις, εως, ἡ",κατάβασις,2600,2853,N:F,descent,n-3e(5b),,,Noun
καταβολή,N,"καταβολή, ῆς, ἡ",καταβολή,"καταβολή, ῆς, ἡ","καταβολή, ῆς, ἡ",καταβολή,2602,2856,N:F,"a foundation, depositing, sowing",n-1b,,,Noun
καταβραβεύω,V,,καταβραβεύω,καταβραβεύω,καταβραβεύω,καταβραβεύω,2603,2857,V,"I decide against, condemn",cv-2a(,,,Verb
καταγγελεύς,N,"καταγγελεύς, έως, ὁ",καταγγελεύς,"καταγγελεύς, έως, ὁ","καταγγελεύς, έως, ὁ",καταγγελεύς,2604,2858,N:M,"a reporter, herald",n-3e(3),,,Noun
καταγγέλλω,V,,καταγγέλλω,καταγγέλλω,καταγγέλλω,καταγγέλλω,2605,2859,V,"I declare openly, preach",cv-2d(1),,,Verb
καταγελάω,V,,καταγελάω,καταγελάω,καταγελάω,καταγελάω,2606,2860,V,"I laugh at, ridicule",cv-1d(1b),,,Verb
καταγινώσκω,V,,καταγινώσκω,καταγινώσκω,καταγινώσκω,καταγινώσκω,2607,2861,V,"I condemn, blame",cv-5a,,,Verb
κατάγνυμι,V,,κατάγνυμι,κατάγνυμι,κατάγνυμι,κατάγνυμι,2608,2862,V,I break in pieces,cv-3c(2),,,Verb
κατάγω,V,,κατάγω,κατάγω,κατάγω,κατάγω,2609,2864,V,"I lead down, bring down",cv-1b(2),,,Verb
καταγωνίζομαι,V,,καταγωνίζομαι,καταγωνίζομαι,καταγωνίζομαι,καταγωνίζομαι,2610,2865,V,I subdue,cv-2a(1),,,Verb
καταδέω,V,,καταδέω,καταδέω,καταδέω,καταδέω,2611,2866,V,I bind up,cv-1d(2b),,,Verb
κατάδηλος,A,"κατάδηλος, ον",κατάδηλος,"κατάδηλος, ον","κατάδηλος, ον",κατάδηλος,2612,2867,A,quite clear,a-3a,,,Adjective
καταδικάζω,V,,καταδικάζω,καταδικάζω,καταδικάζω,καταδικάζω,2613,2868,V,I condemn,cv-2a(1),,,Verb
καταδίκη,N,"καταδίκη, ης, ἡ",καταδίκη,"καταδίκη, ης, ἡ",,καταδίκη,,2869,,,n-1b,,,Noun
καταδιώκω,V,,καταδιώκω,καταδιώκω,καταδιώκω,καταδιώκω,2614,2870,V,"I hunt down, follow closely",cv-1b(2),,,Verb
καταδουλόω,V,,καταδουλόω,καταδουλόω,καταδουλόω,καταδουλόω,2615,2871,V,I enslave,cv-1d(3),,,Verb
καταδυναστεύω,V,,καταδυναστεύω,καταδυναστεύω,καταδυναστεύω,καταδυναστεύω,2616,2872,V,"I overpower, quell, treat harshly",cv-1a(6),,,Verb
κατάθεμα,N,"κατάθεμα, ατος, τό",κατάθεμα,"κατάθεμα, ατος, τό","κατάθεμα, ατος, τό",κατάθεμα,2652,2873,N:N,"a curse, an accursed thing",n-3c(4),,,Noun
